849116,473873430,0.21905432369071792
849116,28126835,0.2115430832251523
849116,1316563427,0.2115430832251523
849116,32102396,0.2115430832251523
849116,28557032,0.20587711607262785
849116,35848032,0.19519379897673322
849116,473873431,0.19519379897673322
849116,35847042,0.19519379897673322
849116,473873432,0.19425881153555563
849116,473873439,0.19425881153555563
849116,467590816,0.1854886189947884
849116,22677859,0.17790952728713655
849116,28557036,0.17790952728713655
849116,35847040,0.17790952728713655
849116,5346672,0.17790952728713655
849116,35848033,0.1570935874470754
849116,508053143,0.14074430319865633
849116,1313107896,0.12940623882405802
849116,5346694,0.12940623882405802
849116,35847043,0.12940623882405802
849116,5346669,0.12940623882405802
849116,28391219,0.12109148717409168
849116,5346695,0.11305695457563893
849116,5346653,0.11305695457563893
849116,5346723,0.11305695457563893
849116,22677883,0.11305695457563893
849116,22677874,0.11305695457563893
849116,22677877,0.11305695457563893
849116,5346787,0.11305695457563893
849116,508053144,0.11305695457563893
849116,5346789,0.11305695457563893
849116,1297486027,0.103807215484495
849116,27804341,0.0993722022785929
849116,34084969,0.09488660925696273
849116,5346725,0.09224101473557782
849116,22677873,0.09224101473557782
849116,473873435,0.09224101473557782
849116,22677855,0.09224101473557782
849116,5398654,0.08751003502423094
849116,27804342,0.08302291803017381
849116,863967341,0.07790928554599474
849116,5346799,0.07589173048715872
849116,35848265,0.07589173048715872
849116,508053142,0.07589173048715872
849116,473873436,0.07589173048715872
849116,22677879,0.07589173048715872
849116,22677856,0.07589173048715872
849116,35847041,0.07589173048715872
849116,473873437,0.06719926063394531
849116,28126837,0.06719926063394531
849116,506094660,0.06485257271149762
849116,473873434,0.06485257271149762
849116,470736426,0.06485257271149762
849116,27804339,0.06220697819011271
849116,36668810,0.052783405399142745
849116,26496640,0.048659287336882004
849116,27804351,0.04585769394169362
849116,33418114,0.04114479640358139
849116,22833948,0.04114479640358139
849116,17561527,0.04114479640358139
849116,481873224,0.04114479640358139
849116,1809439,0.04114479640358139
849116,1809431,0.04114479640358139
849116,5294491,0.04114479640358139
849116,26439227,0.04114479640358139
849116,5294488,0.04114479640358139
849116,5167413,0.04114479640358139
849116,493042630,0.04114479640358139
849116,2926295,0.04114479640358139
849116,2926293,0.04114479640358139
849116,2926290,0.04114479640358139
849116,2812607,0.04114479640358139
849116,26087073,0.04114479640358139
849116,36496946,0.04114479640358139
849116,28913079,0.04114479640358139
849116,469073986,0.04114479640358139
849116,5332723,0.04114479640358139
849116,36492983,0.04114479640358139
849116,16321378,0.04114479640358139
849116,1318284362,0.03895464277299737
849116,1294951863,0.03895464277299737
849116,28341188,0.03895464277299737
849116,486814210,0.03895464277299737
849116,431855235,0.03895464277299737
849116,446875762,0.03895464277299737
849116,33190811,0.03895464277299737
849116,29753373,0.03895464277299737
849116,26598520,0.03895464277299737
849116,863967342,0.03895464277299737
849116,517663354,0.03895464277299737
849116,468517885,0.03895464277299737
849116,29753375,0.03895464277299737
849116,22835398,0.03895464277299737
849116,26095759,0.03895464277299737
849116,409931948,0.03895464277299737
849116,427373377,0.03895464277299737
849116,553753881,0.03895464277299737
849116,33190813,0.03895464277299737
