2468081007	409931558,470736982,409931560,28287532,413812185,470759864,557158335,409931559,470736984,1318284362,1318284364,1317420958,5334935,443292538,537854146,473873430,22677859,467590816,27836910,26496640,503123219,22846931,5338073,409931561,1317458001,470736983
982499681	5323383,417833696,477458901,28977543,403012070,39940146,5300361,463160130,512648926,490453070,5339944,28267901,468882314,28391194,30830896,467595642,22839454,490602356,440464530,443292538,421160391,517975238,408532325,427419378,502238982,516358257,474739392,408055341,29027529,5416482,412175910,468738286,495542293,428642356,513336640,447076376,5313185,32619017,5398824,28234873,36586927,489998375
2447752106	526904859,574921594,526904861,509728715,439911604,474764155,439911603,500684064,526904862,439911605,526904860,500684066,439915555,484311692,500684065,500686061,526904864,574921595,574921596,574921597,574921598,526904863,500686063,474764154,439911607,439911606
519459975	447925109,449452076,452601478,454053752,447076376,450222772,456175173,459733219,454053753,455345437,458231342,456185154,456185153,456185156,456185157,456175172,456175174,456175175,456185158,461347030,459720416,459733220,461347033,461347034,459720414,461347036,461347037,461347038,459720417,461347040,461347041,461347042,461347043,461347044,461347045,459733222,459720415,461347048,459733223,459733224,461347051
2308644764	1331819413,1331819414,25061608,5397425,5402597,28191681,29850448,5404027,28095606,28095599,28095604,28095602,28095601,28111697,5412079,5402594,27969667,28864494,30496064,5325381,5302603,25638776,25729988,5404044
2470855457	35090760,436699534,27937389,515647526,574921594,28029001,522351083,568207997,445153701,1297744010,410801515,28182120,502238344,467166330,28254795,29011143,1307376239,1316563427,551340976,1310960026,35848032,531295474,516358747,500410198,454069654,526904859,865040325,28686798,426026161,28126835,33544121,519250358,35617556,28029010,451126287,31209068
2291941158	1297532398,1302106698,33255650,35956186,1311397322,28432214,864639419,537854153,548145536,571059465,502709728,505429483,516358750,414980810,32102385,1305364661,484056031,502238090,38679968,499222210,477331901,556203087,487598456,400075034,515453654,403012242,476254345,39443152,33756127,554241645,470601324,34999468
2452844647	1323213621,864648701,405377643,1323210837,1325405564,1329111003,1325403901,1323212648,1324969526,1319873389,1319873388,507989922,1318288121,1318288122,549818888,1316330436,1316330437,26141853,5387800,556203261,511416950,22080575,31140326,17106314
2334867228	25862806,425828105,1302360994,483940941,518076185,459925679,1330688383,4880738,410714743,410714739,31477815,410714557,410714715,61998,61967,410714563,410714738,61974,410714734,1308142619,3400938,41670090,517567049,1317574917,28747892,1299079913,553240691,549412166
913170060	464373134,492833341,475277374,509728728,5402603,35307518,404182023,29538084,34923346,36199056,519355459,423407800,34341662,26167184,5336489,480768592,5303696,28234856,5374149,34383449,29818953,22843115,5374207,408055363,5395712,424060277,480409516,29572493,26429347,5154953,509311682,5313001,423407797,37240351,405464594,37239379,25694489,5041850,25721087,24902643,5411526,2532409,5410521,26142487,721078,31245246,21253809,473873139,21427869
584623929	481537123,479029290,481518405,456185330,448917156,470736283,467665014,463195710,36586094,461803338,441429265,437608058,434550863,438466047,403710254,431855746,431855747,431853731,426850541,440208744,452620439,433681866,437292300,431096739,434659844
2450054700	26387348,553398754,31090823,36871082,424262171,36308461,29046172,554191929,408522077,30413264,442315425,33391207,31654923,31545086,5316513,32102746,5396131,508053141,402073489,399340016,36024592,403012096,30854358,453189948,28377149,538360257,29375292,36924062,525267816,487375666,36921163,29538084,1316577763,32977306,458697928,569870780,480409517,466126655,5307435,427419133,32431948,35848082
2129244957	413834456,417247783,524150748,470795742,521415114,524152199,516358750,526099053,464035482,520459704,414979518,30854015,30590721,35956186,484716441,453491322,521418149,29375001,483671343,522353223,530986239,481602163,473817859,418602471,515816349,406907303,26110657,38679968,537854884,412327891,485347128,522352215,480575111,37202241,33525668,426027094,467164559,438803445,475174843,531040170,515647791,400579438,26109551,35288246,33314172
2325243199	1301568422,1302184209,1298733241,1300588760,1301572257,573168956,1302943057,1297743063,1293905575,865040326,515647526,1301568395,571339654,1293904243,1296548155,565191715,502925642,498286437,491699245,863046037,863033556,494865729,486837497,519427452,548556882,519250358,428642909,522351224,480575112,468817531,558560224,865040596,554244913,574921328,461167192,419115026,553753264,503268151,423407116,484058963,486814629,520521705,549664810,865460068,569870476
2465585278	1319873388,1319873389,1318288121,1318288122,1316615482,1316615483,1316330436,1316330437,507989922,26141853,22080575,35090572,549818888,556203261,5387800,31140326,17106314,511416950,35090573,35090574,35090576,35090579,35090581,35090583,35090585,35090587,35090589,35090592,35090594,35090596,35090598,35090601,35090615,35090603,35090604,35090605,35090607,35090618,35090621,35090623,35090626,35090630,35090631
2470168688	22846728,22846724,22846685,22846675,22846682,22846665,22846689,22846711,5378852,5337273,5337338,1318519561,26110835,5313429,22846232,5378943,22846683,22846693,22846717,22846703,22846732,22846725,22846733,5378868,22846718,22846722,22846709
2511414062	22846728,22846724,22846685,22846682,22846665,22846711,22846689,5378852,5337273,5337338,1318519561,26110835,5313429,22846232,22846693,22846717,22846703,22846732,22846725,22846733,22846718,22846722,5380282,22846709
2475054795	27810683,30569199,409647817,862098624,5394246,27526258,409931272,5394240,862099756,484730173,30569197,481859189,5412832,495220824,27526257,5404643,32196944,5412836,463842867,26305432,513356066,5410508,522352237,405372209,32897899,403012582,495542293,5410516,497218873,524150995
2375704543	1326807711,1325484715,32257062,443876303,446875767,427595461,427595456,427595458,36872591,477839376,410801155,475279662,32785396,22832513,516491432,516491164,32431953,32431952,32431951,32431949,22843780,22843784,22843790,22843783,22843787,22843789,28854966,28884460,444745161,447057932,28528781,32977306,35288251,34179015,403012582,30612935,28768430,466126655,407007748,400690311,412187308,32431948,22843788,22843781,22843791,22843785,22843786,22843782
2241812534	461167199,476081926,480769636,25783111,469699592,29600637,402073488,481854957,481849618,485347116,28768430,38592360,27937844,438462990,441835084,29755215,5370690,5398654,5352151,36019796,5339944,456175327,28288500,5351485,26179698,22840623,5295207,28884460,32046500,30612935,22844788,400581075,519943012,515143904,458507202,464188612,33599581
2490149041	27804342,5346695,473873430,5346653,22677859,27804341,5346723,28126835,28557036,473873432,1313107896,5346694,22677883,35848032,35847043,35847040,1316563427,473873431,22677874,22677877,5346787,5346793,508053144,5346672,5346669,473873437,473873439,28557032,28126837,5346789,32102396,35847042
886016930	446512571,28528775,410801155,491699948,469249966,424264124,32977305,461080642,415793643,479938054,475277374,488654422,492833341,472141090,29728156,36668992,30621273,417250625,427419218,431853953,431853952,28528052,22844814,424262012,494330728,442314501,441566368,493041758,495542293,35513009,406072118
977705236	544151646,503127127,519250366,484058390,419596442,434659336,511975123,28442348,28528784,29011128,431534821,486068780,37722931,22845627,477331040,419250968,523658585,493283846,456185602,445844731,428116788,37240486,531786423,5396577,407002788,34324939,541480420,405377517,33599093,39443131,30621273,434550854,5374761,509530720,31165364,513600204,482633344,36924666,30854210,32945000,35090677,31477860,26093669
2398494558	22704409,27808770,22704402,22704426,22704441,484058963,22704424,22704434,33682508,439915067,28535356,28111189,5403002,27506041,29753511,22704468,27808771,22704445,22704447,22704401,33682510,28111190,22704404,5371229,5403062,439911118,29095660,484058959,5397160,22704446,28059209,26505778,28009077,5402880,22704448,29343992,29343995,27808772,22704471,5402967,484058962,33682511,22704474,29343994,22704449,439915068,36025434,29343991
2336719179	1299844385,1301861453,865201246,1296410739,865196536,1301919761,405456016,1300104373,1296539217,520461248,864100625,417859050,491943199,32977305,533223919,461519269,33419644,473602080,28949237,33544942,1297838278,36024757,500686254,494862264,34057230,32432777,5411337,503206154,435289196,29803392,1296588185,32196325,476261155,570386972,33314291,1293951801,489037244,492834080,27678826,34324435,28528780,495468596
2203218351	551722170,531051012,554241869,547265519,544151503,555942357,537742208,545799869,549941213,551339199,538278918,555974525,548145321,531786426,541511428,541511430,537854755,416552321,31967820,553534178,545350052,481613089,543607437,545350624,544151409,545799871,555942319,555942361,536937934,529823942
2471349225	1316330931,1316330943,1316368559,1305364661,547764855,1307509907,1311397271,1316330939,1300104222,1300104216,1294556170,531040152,521415114,475174843,35617451,1308818520,545709517,488256363,37206170,1310906393,531040170,865196891,1301568395,1307376240,557158224,443875858,448707054,453463458,522351215,543607437,1295174531,515647791,548556881,533455630,431853046,476323172,530986239,521418149,521706385,421160568
2431417874	470601316,465920482,1304882671,1297486027,446875767,26112479,475072671,28798391,441566368,863046037,36872591,445153699,412911707,445144733,35090760,35090761,31191423,31517462,35447760,438462225,427595456,427595458,509311681,509311682,528272395,427595461,509313700,410801524,1293905335,427614368,448143354,410802499,427614370,509313687,484058390,509311687,427595460,1293951297,427595459,449452076,478736173,427595462,410801526
2118479594	489970934,5325727,491950418,423406116,475207738,28838387,5297583,5297460,26140348,28160719,5297438,22841860,5332026,25704122,32897127,27571794,422104546,26093057,28633063,26099908,28912628,35617240,22846609,28283090,468802045,34383309,417833181,22841858,465673466,22844658,480409515,408522390,417859405,422463076,474567472,31877658
2446915888	27896640,34072522,34072519,573168954,573168953,502238345,502228357,502228356,423406116,423406115,1307374414,28254799,27896642,27896639,22843674,22843672,34072527,5415902,26259935,28306404,27630860,531295474,1307374415,1307376240,500410198,1307376239,28254795,34072535,423407116,423406117,28850659,502238344,5348853,522351083,5348855,28850661,34072520,5348862,30569115
2453046462	1317145251,518904336,518894373,494858232,518904335,518896375,28242983,494862152,574926602,414586175,501032588,509728728,536158031,504270121,512691179,522036266,522036388,495042406,479394553,486906977,546182687,491579295,481145832,546184201,458996829,476322582,447065660,487507037,487096879,502267910,482131359,493736140,490384365,489596401,522422463,549664204,22761985,435305090
2529853858	466795246,1327055753,513336101,419596436,28665537,466795245,513336102,480583628,419596439,22826937,28665542,1327055754,1327055755,464647473,27501949,22826976,22826972,28665538,22826954,29544873,1321424058,33419655,419596437,27090019,22826935,27090014
2524226630	473873431,30854101,406846838,546722098,22673509,33599310,5365943,30854104,5365927,22673333,1320649324,449577727,415793855,30854097,30854090,480579185,426342102,28029458,5366058,22673496,5366448,499502659,30854091,26155781,5366457,26155778,22673306,22673304,22673469,22673533,22673493,22673538,5366772,5366306,5365935,410629770,5366460,5365941,503716471,27580918,3230290,28029459
2462107698	864489923,407450662,34057982,34057983,34057984,29790175,29267866,1295824421,557158189,557158190,29769021,29769025,480426215,28308698,29769022,29769019,33497182,33166802,480426212,28977968,429210721,26316460,28009499,29592326,37169304,544001002,429210719,1313113516,405597323,28009659,542690147,542667149
613357595	422094731,30212768,36019796,456175328,35283192,26179698,28288500,32803329,30590588,35090677,28242965,456175645,463842344,425137500,462861303,414670082,481854957,428095946,33394016,32785616,407007389,417859227,409647490,401250560,459139458,37239517,36024506,38018358,485347113,22844814,26418339,38592360,5351504,32807368,32683083,32803349,37202173,470795743,27713835,28768430,39224493,36024619,30413264
2364099276	22724606,33728728,22843701,35090760,22813738,429210072,535793784,526472180,5391577,22813745,22669742,5323383,401382277,17565999,30830885,5351806,27733018,22750418,22750405,402070971,22845620,35755791,22748386,22846586,413812480,557331019,28864128,29794301,509313700,29777115,29777116,22843818,462861303,421160983,28029409,36871370,26549117,28864125,30780104,26530157,27513873,16780426,35847129,31563628,16343629
969885038	481853048,481853049,513766399,426881408,466126655,31545086,407459016,481623537,29538082,36308619,22832520,427419218,424474425,440464157,30612929,491943195,477331203,32683083,5300024,464508256,31168418,26111217,464508182,511213332,509135374,509530768,511213671,512099448,512377547,448143062,440411571,443292343,453463507,446508638,428616475,31654228,36586222,427139235,424264747,34057202
2129247799	544151409,419115026,488267361,461124323,543988715,526099054,543608476,27514438,36307174,524148013,399353858,548145321,445153699,459078797,541480578,36668315,531786046,515647532,525240246,512400728,477331900,423407116,526093088,500392175,410802494,483905333,500686033,497218197,482386571,521418149,36024578,526473349,22735514,35288245,496577034,36668014,515647794,35435004,32548795,533455460,514675465,485354111,445153700,22834961,431853046
545597132	449577275,445845670,434659333,407007735,32102801,26212852,22743793,435552011,28643019,31517450,431080966,420125238,28254432,26109236,423407411,36586965,409031114,424060016,28165457,441116643,38019320,34324706,427416050,31654330,31134646,34999808,36271422,448144400,28864339,442315273,425136848,401250030,431534201,30064712,439122015,30780179,436046233,433018982,425684975,420513438,417859052
2497802047	1313383285,1313382718,1313382708,1313383283,1313383281,1313383282,1313382710,1313382711,1313382717,1313383286,1313382709,1313382715,1313383289,1313383288,1313383279,1313383287,1313382716,1313383280,1313383284,1313382713,1313382712,1313382714,1312126326,1312122655,1312126324,1312122648,1312122647,1312122649,1312122650,1312122651,1312122652,1312122653,1312122654,1312122656,1312126322,1312126323,1312126325
974910053	28406973,28406976,22842148,518894373,519943012,423228559,445702277,400875214,25783111,34364512,27667200,447925109,28528783,36921163,36841195,515143841,440207446,5398254,29751627,33544937,28310664,5331091,32803334,421160949,34218395,5416874,411213057,5358170,31967624,33035139,34057203,440411203,22842154,25707116,509313700
2267300237	22840387,537854551,556204159,1297838181,526099053,550684811,463081770,529823958,531051251,553846837,557388010,436698448,494645029,526093089,438466620,521416101,545799874,477250350,431853046,521418149,491295084,517571025
2523317662	1331873045,863967341,1321385655,1323273714,1297532413,417833696,507192649,863046037,1309394808,526468475,512377547,557158217,530986606,574919869,1310930271,1309813481,557579177,546715435,574921594,556203085,549664204,429769951,548556792,521267666,526904859
2503423508	1327055753,1327058568,1327055755,1327055754,1321424058,513336104,480583628,466794247,466794246,464647473,503268246,28103427,419596444,419596440,419596439,418602611,419596437,36664809,34200936,34723432,29544878,29544873,28665543,28665542,28665541,28665540,27599521,27090017,27090016,27090014,22826936,22826938,563740855,5367311,22826959,22826962,22826958,22826953,22826960,27501949,5367490,5367482,5367478,5367474,563744058,5367607,22826978
2523475552	515647527,407679166,504206108,26418355,525721542,520461460,513600204,472137861,407450255,434659335,489037244,411315798,509530720,522510154,492834192,414979798,474791932,472045510,460514686,473986553,22846145,22832127,1318288547,509704378,5360520,409325025,525241372,1323301643,524150748,444524459,448143354,31134493,26342463,417247795,5364412,29764307,414979777,403012246,5381144,436355420,411314941,27713473,36025463,1325431892,462688682,22841381,453189350,32317704,535793039
2417547646	506083782,506092650,506094630,491950382,28798521,28798519,536622716,28798518,534545000,28606896,475207623,434981532,26484766,26584590,28798520,26484767,26484768,477458917,26484764,5341531,534545001,529391453,31010140,26484769,502691269,26484765,28798517,437856844,543656099,28798490,466343331,485964494,543656097
1985892904	31311248,494407371,5415513,503123142,482246462,446728200,491757241,474932573,489970201,462861303,5298576,464035124,445844735,468490273,401722241,420125312,401249558,33522538,440207161,431855970,441566368
2023100979	523035950,36924666,481560170,524148150,29732932,444267167,28126109,443876173,444267166,524913198,437859999,446875110,446508604,5380976,28105127,38392460,29814330,28105126,5331838,481570207,26418318,5311806,5346125,5374326,38391228,28706670,29812651,39940161,38392329,39227314,521418444
2526041589	1316563427,508053141,35848032,35847042,26095923,467590816,32102396,28126835,473873431,28391219,22846518,412911707,35090764,35090760,531786422,454069654,502238345,33004545,485347116,472045510,399346080,447280900,451126287,482809020,26165937,37955036,556203086,515647527,405597978,412911406,34364593,555837598,401250754,30621799
472394719	32619714,5389545,1312710523,416531137,36024284,1306386485,5338239,406347777,401249737,5382957,5398497,26103430,36668729,427139901,28445615,30854015,491233901,28633064,28126835,480769634,413834738,22838892,26312481,5310869,401382358,28798304,22844769,33875832,404182415,27928632,403711465,450224908,5337275,5415504,422977386,430297278,402070370,436147533
2292664248	31090823,5379779,542667266,30830886,28103425,520276116,448143198,27501147,34614470,33991061,22831461,26260809,475207741,423406118,29593881,553543072,29122804,471403443,38391744,34923236,35617240,427595460,32785396,22835115,31877670,5392448,32835963,435004793,548556765,26136979,5323378,5308670,551722093,425988011,400161559,22844814,28660100,28577012,422094729,427595455,31654785,546715382,34899752,488267036,22844748,36024619,406924229
2420484452	28863158,22215518,5301152,480768592,28870073,640545,33223078,1989355,27902191,16846088,22844951,1311347412,29357063,5397674,5323642,437859756,447281026,26329606,32358691,31140326,27804176,32174038,28095609,455311665,29719149,26577322,519373148,558377118,5370718,30621048,453189367,1304882671
2149341410	25645678,422094955,32317589,35447760,27538357,36924666,419594140,35779017,1309814819,450222567,1296365115,428116788,5339924,482386469,481854957,431357401,26621829,454435617,26115830,409325025,33071167,474567437,37202173,490637392,22844729,34923303,435289311,30212767,419250451,26107926
2395455699	523035811,523035812,523035813,523035814,523035815,523035816,523035817,523035818,523035819,523035820,523035821,523035822,523035823,523035824,523035825,523035826,523035827,523035828,523035829,523035830,523035831,523035832,523035833,523035834,523035835,523035836,523035837,523035838,523035839,523035840,523035841,523035842,523035843,523035844,523035845,523035846,523035847
1984703027	1304400968,505415384,462612454,522429703,5371003,519943044,509636473,512491936,504264024,461544818,422419848,516742061,493041861,481570944,516742066,481849253,31168305,5324303,512491928,5371073,31168236,404744109,446874417,519362407,5370982,404744121,5326427,399411582,516742059,481577588,481614006,512491924,505390143,519913139,509518023,5326453,5326457,423228117,422419713,423228028,516742060,516742062,28863088,5322697,405377480,481582840,5385265,404184659,139272
2343354561	414979118,5346672,514765145,516358419,22835580,5380013,27804294,530986606,564391094,5392348,526401637,548556792,416531317,26543910,26418355,473573176,28411835,5331627,29744757,442605338,404784221,22832745,22832721,25694401,5323378,5403982,410518523,541114,539330,29753938,18209423,28059506,453268619,29593907,5406291,22644210,26158508,5335998,401386244,5341517,526468196,477458046,27538357
2470025326	1316364935,1316824603,1316368562,1317520799,1316563827,1316368559,1316368507,1313864779,1316577204,1316368479,1316609205,1316577207,1317122888,1316364922,1316364921,1317098943,1317099726,1316368560,1317098882,1317099661,1317098905,1316610087,1317098884,1316364973,1316609276,1316368477,1316368506,1316364906,1316364905,1316368492
